ល.រ ក្រុមហ៊ុន/សហគ្រាស,ល.រ មុខសញ្ញា,ឈ្មោះក្រុមហ៊ុន/សហគ្រាស,អាស័យដ្ឋានក្រុមហ៊ុន/សហគ្រាស,រាជធានី/ខេត្ត,ឈ្មោះម្ចាស់ក្រុមហ៊ុន/សហគ្រាស,តួនាទី,លេខទូរស័ព្ទ,មុខសញ្ញាជាឧបករណ៍មាត្រាសាស្ត្រ ឬទំនិញវេចខ្ចប់,ឈ្មោះឧបករណ៍មាត្រាសាស្ត្រ/ទំនិញវេចខ្ចប់,ម៉ាក/ម៉ូដែល/លេខស៊េរី,ប្រទេសផលិតដើម,ឆ្នាំផលិត,សមត្ថភាពរង្វាស់រង្វាល់,កម្រិតលម្អៀង/សុក្រឹតភាព,លេខចុះបញ្ជីមាត្រាសាស្ត្រ,ថ្ងៃ/ខែ/ឆ្នាំចុះបញ្ជីមាត្រាសាស្ត្រ,លេខវិញ្ញាបនបត្រ,ថ្ងៃ/ខែ/ឆ្នាំចាប់ផ្ដើមមានសុពលភាព,ស្ថានភាព,Verification
411,1,ដេប៉ូប្រេងឥន្ធនៈ តេលា ស៊ីវ សារឿន,        ភូមិហ្លួង   ឃុំឫស្សីក្រោក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ស៊ីវ សារឿន,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     ,TATSUNO ,45,2020,45L/mn,+-1%,CMRC20261474,46218.1076,1474.មមជ.2026,2025-05-19,COMPLETED,KVHucWPUHeckhMVzQcG1WgCTHa8mGetM
411,2,ដេប៉ូប្រេងឥន្ធនៈ តេលា ស៊ីវ សារឿន,        ភូមិហ្លួង   ឃុំឫស្សីក្រោក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ស៊ីវ សារឿន,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     ,TATSUNO ,45,2020,45L/mn,+-1%,CMRC20261474,46218.1076,1474.មមជ.2026,2025-05-19,COMPLETED,KVHucWPUHeckhMVzQcG1WgCTHa8mGetM
411,3,ដេប៉ូប្រេងឥន្ធនៈ តេលា ស៊ីវ សារឿន,        ភូមិហ្លួង   ឃុំឫស្សីក្រោក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ស៊ីវ សារឿន,ម្ចាស់ដេប៉ូ,012313703,ទំនិញវេចខ្ចប់,N/A,N/A,45,2020,N/A,,CMRC20261474,46218.1076,1474.មមជ.2026,2025-05-19,COMPLETED,KVHucWPUHeckhMVzQcG1WgCTHa8mGetM
421,1,    ស្ថានីយប្រេងឥន្ធនៈ តេលា មង្គលបុរី,       ភូមិចំការតាដោក  ឃុំឫស្សីក្រោក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ប៉ោ គឹមហ៊ុយ,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     ,  TATSUNO  ,45,2020,45L/mn,+-1%,CMRC20261471,46218.11142,1471.មមជ.2026,2023-09-22,COMPLETED,5p11s9vo6g1jIEGWI1ETZ4sohTFpzEh1
421,2,    ស្ថានីយប្រេងឥន្ធនៈ តេលា មង្គលបុរី,       ភូមិចំការតាដោក  ឃុំឫស្សីក្រោក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ប៉ោ គឹមហ៊ុយ,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     ,  TATSUNO  ,45,2020,45L/mn,+-1%,CMRC20261471,46218.11142,1471.មមជ.2026,2023-09-22,COMPLETED,5p11s9vo6g1jIEGWI1ETZ4sohTFpzEh1
421,3,    ស្ថានីយប្រេងឥន្ធនៈ តេលា មង្គលបុរី,       ភូមិចំការតាដោក  ឃុំឫស្សីក្រោក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ប៉ោ គឹមហ៊ុយ,ម្ចាស់ដេប៉ូ,012313703,ទំនិញវេចខ្ចប់,N/A,N/A,45,2020,N/A,,CMRC20261471,46218.11142,1471.មមជ.2026,2023-09-22,COMPLETED,5p11s9vo6g1jIEGWI1ETZ4sohTFpzEh1
431,1,    ដេប៉ូប្រេងឥន្ធនៈ តេលា ស៊ូ ហួង,        ភូមិគោកស្វាយ   ឃុំឫស្សីក្រោក   ស្រុកមង្គលបូរី   ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោកស្រី ចេង យ៉ាដា,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     , TATSUNO  ,45,2020,45L/mn,+-1%,CMRC20261478,46218.11303,1478.មមជ.2026,2022-07-05,COMPLETED,jyGQ55GRv2RvC0vxz5uojtRxnLNlPLuq
431,2,    ដេប៉ូប្រេងឥន្ធនៈ តេលា ស៊ូ ហួង,        ភូមិគោកស្វាយ   ឃុំឫស្សីក្រោក   ស្រុកមង្គលបូរី   ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោកស្រី ចេង យ៉ាដា,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     , TATSUNO  ,45,2020,45L/mn,+-1%,CMRC20261478,46218.11303,1478.មមជ.2026,2022-07-05,COMPLETED,jyGQ55GRv2RvC0vxz5uojtRxnLNlPLuq
431,3,    ដេប៉ូប្រេងឥន្ធនៈ តេលា ស៊ូ ហួង,        ភូមិគោកស្វាយ   ឃុំឫស្សីក្រោក   ស្រុកមង្គលបូរី   ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោកស្រី ចេង យ៉ាដា,ម្ចាស់ដេប៉ូ,012313703,ទំនិញវេចខ្ចប់,N/A,N/A,45,2020,N/A,,CMRC20261478,46218.11303,1478.មមជ.2026,2022-07-05,COMPLETED,jyGQ55GRv2RvC0vxz5uojtRxnLNlPLuq
441,1,ដេប៉ូប្រេងឥន្ធនៈ តេលា ឡុង ពុន,        ភូមិថ្នល់បត់  ឃុំរហាត់ទឹក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ឡុង ពុន ,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     ,  TATSUNO  ,45,2020,45L/mn,+-1%,CMRC20261479,46218.11764,1479.មមជ.2026,2023-01-20,COMPLETED,9sX02Kd0UN7qN1orUqovly9OLfmV54nF
441,2,ដេប៉ូប្រេងឥន្ធនៈ តេលា ឡុង ពុន,        ភូមិថ្នល់បត់  ឃុំរហាត់ទឹក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ឡុង ពុន ,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     ,  TATSUNO  ,45,2020,45L/mn,+-1%,CMRC20261479,46218.11764,1479.មមជ.2026,2023-01-20,COMPLETED,9sX02Kd0UN7qN1orUqovly9OLfmV54nF
441,3,ដេប៉ូប្រេងឥន្ធនៈ តេលា ឡុង ពុន,        ភូមិថ្នល់បត់  ឃុំរហាត់ទឹក  ស្រុកមង្គលបូរី  ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ឡុង ពុន ,ម្ចាស់ដេប៉ូ,012313703,ទំនិញវេចខ្ចប់,N/A,N/A,45,2020,N/A,,CMRC20261479,46218.11764,1479.មមជ.2026,2023-01-20,COMPLETED,9sX02Kd0UN7qN1orUqovly9OLfmV54nF
451,1,សិប្បកម្មផលិតទឹកកកអនាម័យ និងទឺកពិសារដប EI EI 3939,ដីឡូតិ៍លេខ442 និង443 ភូមិឈើទាលភ្លោះ ឃុំស្វាយអំពារ ស្រុកមុខកំពូល ខេត្តកណ្ដាល,កណ្ដាល,រឿន ណារីម,ម្ចាស់សិប្បកម្មផលិតទឹកកអនាម័យ និងទឹកពិសារដប EI EI 3939,0716666677,ឧបករណ៍មាត្រាសាស្ត្រ,Tube Ice Machine,TV30,45,2026,30-40mm,20-30g,រង់ចាំការអនុម័ត,46218.1187,42,2025-08-25,SUBMITTED,
451,2,សិប្បកម្មផលិតទឹកកកអនាម័យ និងទឺកពិសារដប EI EI 3939,ដីឡូតិ៍លេខ442 និង443 ភូមិឈើទាលភ្លោះ ឃុំស្វាយអំពារ ស្រុកមុខកំពូល ខេត្តកណ្ដាល,កណ្ដាល,រឿន ណារីម,ម្ចាស់សិប្បកម្មផលិតទឹកកអនាម័យ និងទឹកពិសារដប EI EI 3939,0716666677,ឧបករណ៍មាត្រាសាស្ត្រ,Cube Ice Machine,TV30,45,2026,22 x 22 x 22,18-20g,រង់ចាំការអនុម័ត,46218.1187,42,2025-08-25,SUBMITTED,
451,3,សិប្បកម្មផលិតទឹកកកអនាម័យ និងទឺកពិសារដប EI EI 3939,ដីឡូតិ៍លេខ442 និង443 ភូមិឈើទាលភ្លោះ ឃុំស្វាយអំពារ ស្រុកមុខកំពូល ខេត្តកណ្ដាល,កណ្ដាល,រឿន ណារីម,ម្ចាស់សិប្បកម្មផលិតទឹកកអនាម័យ និងទឹកពិសារដប EI EI 3939,0716666677,ទំនិញវេចខ្ចប់,ទឹកពិសារដប​ EI EI 3939,EI EI 3939,38,2026,500ml,,រង់ចាំការអនុម័ត,46218.1187,42,2025-08-25,SUBMITTED,
461,1,ដេប៉ូប្រេងឥន្ធនៈ តេលា  គោកទន្លាប់,      ភូមិគោកទន្លាប់   ឃុំបន្ទាយនាង   ស្រុកមង្គលបូរី   ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ចៅ ប៉ែត ,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     ,TATSUNO     ,45,2020,45L/mn,+-1%,CMRC20261470,46218.11934,1470.មមជ.2026,2024-12-11,COMPLETED,kohYDBKoyXVDMbV1fUcE8EZ3QW3qe7xJ
461,2,ដេប៉ូប្រេងឥន្ធនៈ តេលា  គោកទន្លាប់,      ភូមិគោកទន្លាប់   ឃុំបន្ទាយនាង   ស្រុកមង្គលបូរី   ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ចៅ ប៉ែត ,ម្ចាស់ដេប៉ូ,012313703,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង     ,TATSUNO  ,45,2020,45L/mn,+-1%,CMRC20261470,46218.11934,1470.មមជ.2026,2024-12-11,COMPLETED,kohYDBKoyXVDMbV1fUcE8EZ3QW3qe7xJ
461,3,ដេប៉ូប្រេងឥន្ធនៈ តេលា  គោកទន្លាប់,      ភូមិគោកទន្លាប់   ឃុំបន្ទាយនាង   ស្រុកមង្គលបូរី   ខេត្តបន្ទាយមានជ័យ,បន្ទាយមានជ័យ,លោក ចៅ ប៉ែត ,ម្ចាស់ដេប៉ូ,012313703,ទំនិញវេចខ្ចប់,N/A,N/A,45,2020,N/A,,CMRC20261470,46218.11934,1470.មមជ.2026,2024-12-11,COMPLETED,kohYDBKoyXVDMbV1fUcE8EZ3QW3qe7xJ
471,1,,,កំពង់ចាម,ភួង ច័ន្ទបញ្ញា,ម្ចាស់ក្រុមហ៊ុន,012 484656,ឧបករណ៍មាត្រាសាស្ត្រ,FUEL DISPENER,TOKHIEM,45,2020,45 LITER/MIN,-0.02/1000,,46218.2148,,2026-01-25,RETURNED,
471,2,,,កំពង់ចាម,ភួង ច័ន្ទបញ្ញា,ម្ចាស់ក្រុមហ៊ុន,012 484656,ទំនិញវេចខ្ចប់,DISEL ,TOKHIEM,45,2020,45L/MIN,,,46218.2148,,2026-01-25,RETURNED,
471,3,,,កំពង់ចាម,ភួង ច័ន្ទបញ្ញា,ម្ចាស់ក្រុមហ៊ុន,012 484656,ទំនិញវេចខ្ចប់,REGULAR,TOKHIEM,45,2020,45L/MIN,,,46218.2148,,2026-01-25,RETURNED,
471,4,,,កំពង់ចាម,ភួង ច័ន្ទបញ្ញា,ម្ចាស់ក្រុមហ៊ុន,012 484656,ទំនិញវេចខ្ចប់,EXCELLIUM,TOKHIEM,45,2020,45L/MIN,,,46218.2148,,2026-01-25,RETURNED,
481,1,,,ភ្នំពេញ,HUI EBIE Y F,នាយក,092888018,ឧបករណ៍មាត្រាសាស្ត្រ,Steel Ruller,Guanglu,45,1990,1000mm,± 0.1 mm to ± 0.5 mm,,46218.33476,,2017-10-12,RETURNED,
481,2,,,ភ្នំពេញ,HUI EBIE Y F,នាយក,092888018,ឧបករណ៍មាត្រាសាស្ត្រ,Pressure Gauges,KK Gauges,217,2024,0-35Kg/cm2 & 0-500PSI, ± 0.05 psi,,46218.33476,,2017-10-12,RETURNED,
481,3,,,ភ្នំពេញ,HUI EBIE Y F,នាយក,092888018,ឧបករណ៍មាត្រាសាស្ត្រ,Mechanic Scale ,Nhon Hao,241,2009,2Kg - 60 Kg,± 3%,,46218.33476,,2017-10-12,RETURNED,
481,4,,,ភ្នំពេញ,HUI EBIE Y F,នាយក,092888018,ឧបករណ៍មាត្រាសាស្ត្រ,Digital Thermometer,Center 300,217,1990,-200 C ~ +1370 C,± 0.3%,,46218.33476,,2017-10-12,RETURNED,
481,5,,,ភ្នំពេញ,HUI EBIE Y F,នាយក,092888018,ឧបករណ៍មាត្រាសាស្ត្រ,Electric Weight Scale,HY-603G,45,2019,0.1 KG - 300 Kg,± 0.1 kg,,46218.33476,,2017-10-12,RETURNED,
481,6,,,ភ្នំពេញ,HUI EBIE Y F,នាយក,092888018,ឧបករណ៍មាត្រាសាស្ត្រ,Wall Thermometer ,J228,45,2019,-30 C ~ +50 C,-30 C ~ +50 C,,46218.33476,,2017-10-12,RETURNED,
481,7,,,ភ្នំពេញ,HUI EBIE Y F,នាយក,092888018,ឧបករណ៍មាត្រាសាស្ត្រ,Round Sample Cutter,GSM Cutter,45,2000,100 Cm2,100 cm² (a diameter of 112.8 mm),,46218.33476,,2017-10-12,RETURNED,
481,8,,,ភ្នំពេញ,HUI EBIE Y F,នាយក,092888018,ទំនិញវេចខ្ចប់,Digital Caliper,stainless steel electronic digital vernier caliper 200mm,45,2000,230 grams,,,46218.33476,,2017-10-12,RETURNED,
491,1,    ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ចំការដូង២,    ក្បាលដីលេខ១០២៥០   មហាវិថីសម្តេចព្រះមុនីរ៉េត(២១៧)   ភូមិសំបួរ សង្កាត់ដង្កោ  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ប៊ុន ចាន់បុប្ផា,ម្ចាស់,0962769999,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,56QF632B/6410HW25CW11,45,2025,5-50L/min,+-1%,CMRC20261476,46222.14819,1476.មមជ.2026,2020-06-03,COMPLETED,bl5xGG3cSNxtlVCPIcO0uKvfbd9vKsTJ
491,2,    ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ចំការដូង២,    ក្បាលដីលេខ១០២៥០   មហាវិថីសម្តេចព្រះមុនីរ៉េត(២១៧)   ភូមិសំបួរ សង្កាត់ដង្កោ  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ប៊ុន ចាន់បុប្ផា,ម្ចាស់,0962769999,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី២,56QF632B/6410HW25CW02,45,2025,5-50L/min,+-1%,CMRC20261476,46222.14819,1476.មមជ.2026,2020-06-03,COMPLETED,bl5xGG3cSNxtlVCPIcO0uKvfbd9vKsTJ
491,3,    ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ចំការដូង២,    ក្បាលដីលេខ១០២៥០   មហាវិថីសម្តេចព្រះមុនីរ៉េត(២១៧)   ភូមិសំបួរ សង្កាត់ដង្កោ  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ប៊ុន ចាន់បុប្ផា,ម្ចាស់,0962769999,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី៣,56QF632B/6410HW25CW09,45,2025,5-50L/min,+-1%,CMRC20261476,46222.14819,1476.មមជ.2026,2020-06-03,COMPLETED,bl5xGG3cSNxtlVCPIcO0uKvfbd9vKsTJ
491,4,    ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ចំការដូង២,    ក្បាលដីលេខ១០២៥០   មហាវិថីសម្តេចព្រះមុនីរ៉េត(២១៧)   ភូមិសំបួរ សង្កាត់ដង្កោ  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ប៊ុន ចាន់បុប្ផា,ម្ចាស់,0962769999,ទំនិញវេចខ្ចប់,N/A,42,45,42,N/A,,CMRC20261476,46222.14819,1476.មមជ.2026,2020-06-03,COMPLETED,bl5xGG3cSNxtlVCPIcO0uKvfbd9vKsTJ
501,1,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ជើងឯក,  មហាវិថីសម្តេចព្រះមុនីរ៉េត(២១៧) ភូមិតាឡី  សង្កាត់ដង្កោ  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ហាវ​ ឈួយវង,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,Q420/2105482W03,45,2021,0.5-45L/min,+-1%,CMRC20261481,46222.16797,1481.មមជ.2026,2018-11-30,COMPLETED,kCnXmRjWetnmgamQqdCM91un7wwwfe0h
501,2,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ជើងឯក,  មហាវិថីសម្តេចព្រះមុនីរ៉េត(២១៧) ភូមិតាឡី  សង្កាត់ដង្កោ  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ហាវ​ ឈួយវង,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី២,Q420/2105483W03,45,2021,0.5-45L/min,+-1%,CMRC20261481,46222.16797,1481.មមជ.2026,2018-11-30,COMPLETED,kCnXmRjWetnmgamQqdCM91un7wwwfe0h
501,3,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ជើងឯក,  មហាវិថីសម្តេចព្រះមុនីរ៉េត(២១៧) ភូមិតាឡី  សង្កាត់ដង្កោ  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ហាវ​ ឈួយវង,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី៣,Q420/2105484W03,45,2021,0.5-45L/min,+-1%,CMRC20261481,46222.16797,1481.មមជ.2026,2018-11-30,COMPLETED,kCnXmRjWetnmgamQqdCM91un7wwwfe0h
501,4,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី ជើងឯក,  មហាវិថីសម្តេចព្រះមុនីរ៉េត(២១៧) ភូមិតាឡី  សង្កាត់ដង្កោ  ខណ្ឌដង្កោ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ហាវ​ ឈួយវង,ម្ចាស់,012905537,ទំនិញវេចខ្ចប់,N/A,42,45,42,N/A,,CMRC20261481,46222.16797,1481.មមជ.2026,2018-11-30,COMPLETED,kCnXmRjWetnmgamQqdCM91un7wwwfe0h
511,1,     ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ឌីប៉ុក,      ក្បាលដីលេខ២៨៦៣  មហាវិថីមហាឧបាសិកា ឌី ប៉ុក កែងផ្លូវបេតុង  ភូមិសំរោង  សង្កាត់ឃ្មួញ  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ប៉ាក់ សោភ័ណ្ឌរិទ្ធ,ម្ចាស់,077271144,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទិ១,LS-300/202410002056,45,2024,5-55L/min,+-1%,CMRC20261472,46222.18294,1472.មមជ.2026,2026-06-11,COMPLETED,adyk50Ay3Hm8JIgLJZZv5zLeNTKEvqXy
511,2,     ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ឌីប៉ុក,      ក្បាលដីលេខ២៨៦៣  មហាវិថីមហាឧបាសិកា ឌី ប៉ុក កែងផ្លូវបេតុង  ភូមិសំរោង  សង្កាត់ឃ្មួញ  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ប៉ាក់ សោភ័ណ្ឌរិទ្ធ,ម្ចាស់,077271144,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទិ២,LS-300/202410002086,45,2024,5-55L/min,+-1%,CMRC20261472,46222.18294,1472.មមជ.2026,2026-06-11,COMPLETED,adyk50Ay3Hm8JIgLJZZv5zLeNTKEvqXy
511,3,     ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ឌីប៉ុក,      ក្បាលដីលេខ២៨៦៣  មហាវិថីមហាឧបាសិកា ឌី ប៉ុក កែងផ្លូវបេតុង  ភូមិសំរោង  សង្កាត់ឃ្មួញ  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ប៉ាក់ សោភ័ណ្ឌរិទ្ធ,ម្ចាស់,077271144,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទិ៣,LS-300/202410002096,45,2024,5-55L/min,+-1%,CMRC20261472,46222.18294,1472.មមជ.2026,2026-06-11,COMPLETED,adyk50Ay3Hm8JIgLJZZv5zLeNTKEvqXy
511,4,     ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច ឌីប៉ុក,      ក្បាលដីលេខ២៨៦៣  មហាវិថីមហាឧបាសិកា ឌី ប៉ុក កែងផ្លូវបេតុង  ភូមិសំរោង  សង្កាត់ឃ្មួញ  ខណ្ឌសែនសុខ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ប៉ាក់ សោភ័ណ្ឌរិទ្ធ,ម្ចាស់,077271144,ទំនិញវេចខ្ចប់,N/A,42,45,42,N/A,,CMRC20261472,46222.18294,1472.មមជ.2026,2026-06-11,COMPLETED,adyk50Ay3Hm8JIgLJZZv5zLeNTKEvqXy
521,1,   ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី​ ចាក់អង្រែ,     ដីឡូតិ៍លេខ៧៦០  ផ្លូវជាតិលេខ២  ភូមិព្រែកតាឡុង  សង្កាត់ចាក់អង្រែក្រោម  ខណ្ឌមានជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន សូរីណា,ម្ចាស់,090987777,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,DA26LA/2030000283,45,2020,5-50L/min,+-1%,CMRC20261477,46222.20111,1477.មមជ.2026,2016-12-30,COMPLETED,IBKJQ2gyOnIftexhQg7bgdFePwQsjRMZ
521,2,   ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី​ ចាក់អង្រែ,     ដីឡូតិ៍លេខ៧៦០  ផ្លូវជាតិលេខ២  ភូមិព្រែកតាឡុង  សង្កាត់ចាក់អង្រែក្រោម  ខណ្ឌមានជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន សូរីណា,ម្ចាស់,090987777,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី២,DA26LA/2030000441,45,2020,5-50L/min,+-1%,CMRC20261477,46222.20111,1477.មមជ.2026,2016-12-30,COMPLETED,IBKJQ2gyOnIftexhQg7bgdFePwQsjRMZ
521,3,   ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជី​ ចាក់អង្រែ,     ដីឡូតិ៍លេខ៧៦០  ផ្លូវជាតិលេខ២  ភូមិព្រែកតាឡុង  សង្កាត់ចាក់អង្រែក្រោម  ខណ្ឌមានជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃុន សូរីណា,ម្ចាស់,090987777,ទំនិញវេចខ្ចប់,N/A,42,45,42,N/A,,CMRC20261477,46222.20111,1477.មមជ.2026,2016-12-30,COMPLETED,IBKJQ2gyOnIftexhQg7bgdFePwQsjRMZ
531,1,  ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច វត្តភ្នៀត,    ក្បាលដីលេខ១៣៦៦  ផ្លូវបេតុង  ភូមិស្រែអំពិល  សង្កាត់ស្នោរ  ខណ្ឌកំបូល  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃូ អៀងទី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទិ១,H(W/LU)33-33R/825263,31,2025,4-40L/min,+-1%,CMRC20261475,46222.22212,1475.មមជ.2026,2016-06-08,COMPLETED,hy05qXxA0a4kIgJgeyzc64iDOTFEm9nZ
531,2,  ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច វត្តភ្នៀត,    ក្បាលដីលេខ១៣៦៦  ផ្លូវបេតុង  ភូមិស្រែអំពិល  សង្កាត់ស្នោរ  ខណ្ឌកំបូល  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃូ អៀងទី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទិ២,H(W/LU)33-33R/825259,31,2025,4-40L/min,+-1%,CMRC20261475,46222.22212,1475.មមជ.2026,2016-06-08,COMPLETED,hy05qXxA0a4kIgJgeyzc64iDOTFEm9nZ
531,3,  ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច វត្តភ្នៀត,    ក្បាលដីលេខ១៣៦៦  ផ្លូវបេតុង  ភូមិស្រែអំពិល  សង្កាត់ស្នោរ  ខណ្ឌកំបូល  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃូ អៀងទី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទិ៣,H(W/LU)33-33R/825268,31,2025,4-40L/min,+-1%,CMRC20261475,46222.22212,1475.មមជ.2026,2016-06-08,COMPLETED,hy05qXxA0a4kIgJgeyzc64iDOTFEm9nZ
531,4,  ស្ថានីយ៍ប្រេងឥន្ធនៈ កាល់តិច វត្តភ្នៀត,    ក្បាលដីលេខ១៣៦៦  ផ្លូវបេតុង  ភូមិស្រែអំពិល  សង្កាត់ស្នោរ  ខណ្ឌកំបូល  រាជធានីភ្នំពេញ,ភ្នំពេញ,ឃូ អៀងទី,ម្ចាស់,012905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទិ៤,H(W/LU)33-33R/825269,31,2025,4-40L/min,+-1%,CMRC20261475,46222.22212,1475.មមជ.2026,2016-06-08,COMPLETED,hy05qXxA0a4kIgJgeyzc64iDOTFEm9nZ
